date_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant
11/06/2019;27;46;42;25;39;11;12;-25-27-39-42-46-;-11-12-
07/06/2019;34;16;4;1;20;2;5;-1-4-16-20-34-;-2-5-
04/06/2019;31;32;9;39;41;8;2;-9-31-32-39-41-;-2-8-
31/05/2019;1;26;23;35;24;11;1;-1-23-24-26-35-;-1-11-
28/05/2019;28;7;29;19;20;1;5;-7-19-20-28-29-;-1-5-
24/05/2019;5;30;49;23;16;7;6;-5-16-23-30-49-;-6-7-
21/05/2019;47;32;34;33;39;12;8;-32-33-34-39-47-;-8-12-
17/05/2019;42;16;28;43;45;6;7;-16-28-42-43-45-;-6-7-
14/05/2019;14;25;50;10;17;2;10;-10-14-17-25-50-;-2-10-
10/05/2019;1;45;27;4;48;7;1;-1-4-27-45-48-;-1-7-
07/05/2019;32;20;47;7;26;2;11;-7-20-26-32-47-;-2-11-
03/05/2019;2;20;27;43;9;5;6;-2-9-20-27-43-;-5-6-
30/04/2019;20;26;12;48;5;2;11;-5-12-20-26-48-;-2-11-
26/04/2019;33;35;50;47;14;11;9;-14-33-35-47-50-;-9-11-
23/04/2019;23;44;18;27;42;7;2;-18-23-27-42-44-;-2-7-
19/04/2019;32;49;8;7;41;11;5;-7-8-32-41-49-;-5-11-
16/04/2019;1;49;15;8;44;2;11;-1-8-15-44-49-;-2-11-
12/04/2019;46;28;1;35;36;6;9;-1-28-35-36-46-;-6-9-
09/04/2019;38;41;18;29;21;1;11;-18-21-29-38-41-;-1-11-
05/04/2019;7;45;10;1;29;5;3;-1-7-10-29-45-;-3-5-
02/04/2019;9;26;16;2;36;6;7;-2-9-16-26-36-;-6-7-
29/03/2019;13;23;26;47;32;6;10;-13-23-26-32-47-;-6-10-
26/03/2019;47;43;19;23;12;2;6;-12-19-23-43-47-;-2-6-
22/03/2019;17;43;26;4;30;11;6;-4-17-26-30-43-;-6-11-
19/03/2019;9;6;1;47;34;12;7;-1-6-9-34-47-;-7-12-
15/03/2019;46;24;42;15;3;12;9;-3-15-24-42-46-;-9-12-
12/03/2019;5;13;7;19;31;9;2;-5-7-13-19-31-;-2-9-
08/03/2019;40;17;24;19;18;8;4;-17-18-19-24-40-;-4-8-
05/03/2019;16;10;46;39;6;8;11;-6-10-16-39-46-;-8-11-
01/03/2019;9;19;26;31;6;12;11;-6-9-19-26-31-;-11-12-
