date_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant
12/02/2014;15;25;3;49;44;9;1;-3-15-25-44-49-;-1-9-
28/11/2014;10;23;6;41;15;10;4;-6-10-15-23-41-;-4-10-
25/11/2014;32;7;36;3;25;1;6;-3-7-25-32-36-;-1-6-
21/11/2014;28;32;7;37;4;5;10;-4-7-28-32-37-;-5-10-
18/11/2014;3;2;36;38;17;11;4;-2-3-17-36-38-;-4-11-
14/11/2014;36;32;38;48;17;8;5;-17-32-36-38-48-;-5-8-
11/11/2014;46;14;36;2;21;11;7;-2-14-21-36-46-;-7-11-
11/07/2014;32;13;38;46;25;10;1;-13-25-32-38-46-;-1-10-
11/04/2014;1;13;6;26;17;3;5;-1-6-13-17-26-;-3-5-
31/10/2014;10;41;13;20;33;9;3;-10-13-20-33-41-;-3-9-
28/10/2014;45;17;40;10;15;1;2;-10-15-17-40-45-;-1-2-
24/10/2014;42;20;3;30;9;6;1;-3-9-20-30-42-;-1-6-
21/10/2014;40;33;27;20;21;3;10;-20-21-27-33-40-;-3-10-
17/10/2014;49;13;48;1;40;8;10;-1-13-40-48-49-;-8-10-
14/10/2014;15;23;32;4;5;7;3;-4-5-15-23-32-;-3-7-
10/10/2014;29;42;47;45;6;9;10;-6-29-42-45-47-;-9-10-
10/07/2014;38;30;21;9;28;8;1;-9-21-28-30-38-;-1-8-
10/03/2014;13;23;50;48;4;10;5;-4-13-23-48-50-;-5-10-
30/09/2014;33;13;15;3;42;5;7;-3-13-15-33-42-;-5-7-
26/09/2014;46;35;47;13;27;1;2;-13-27-35-46-47-;-1-2-
23/09/2014;13;35;14;29;12;1;7;-12-13-14-29-35-;-1-7-
19/09/2014;6;34;8;38;48;9;3;-6-8-34-38-48-;-3-9-
16/09/2014;4;30;35;50;29;4;2;-4-29-30-35-50-;-2-4-
09/12/2014;31;9;33;26;13;7;11;-9-13-26-31-33-;-7-11-
09/09/2014;15;35;19;8;24;10;8;-8-15-19-24-35-;-8-10-
09/05/2014;18;50;23;46;1;9;3;-1-18-23-46-50-;-3-9-
09/02/2014;39;45;25;31;5;8;1;-5-25-31-39-45-;-1-8-
29/08/2014;32;38;26;9;2;3;6;-2-9-26-32-38-;-3-6-
26/08/2014;36;48;45;10;22;11;4;-10-22-36-45-48-;-4-11-
22/08/2014;29;17;49;35;4;1;2;-4-17-29-35-49-;-1-2-
19/08/2014;11;34;47;4;7;7;8;-4-7-11-34-47-;-7-8-
15/08/2014;4;21;30;5;23;10;8;-4-5-21-23-30-;-8-10-
08/12/2014;22;19;7;16;33;5;2;-7-16-19-22-33-;-2-5-
08/08/2014;29;21;35;46;43;1;9;-21-29-35-43-46-;-1-9-
08/05/2014;5;21;42;7;19;11;5;-5-7-19-21-42-;-5-11-
08/01/2014;50;44;46;48;24;10;5;-24-44-46-48-50-;-5-10-
29/07/2014;40;23;35;10;43;9;3;-10-23-35-40-43-;-3-9-
25/07/2014;10;24;9;12;43;5;9;-9-10-12-24-43-;-5-9-
22/07/2014;1;43;50;45;24;5;8;-1-24-43-45-50-;-5-8-
18/07/2014;1;41;43;11;29;3;11;-1-11-29-41-43-;-3-11-
15/07/2014;18;27;15;34;20;1;3;-15-18-20-27-34-;-1-3-
07/11/2014;38;35;5;49;22;7;4;-5-22-35-38-49-;-4-7-
07/08/2014;24;18;22;8;27;11;4;-8-18-22-24-27-;-4-11-
07/04/2014;47;18;43;39;4;6;2;-4-18-39-43-47-;-2-6-
07/01/2014;39;25;18;22;27;5;10;-18-22-25-27-39-;-5-10-
27/06/2014;39;34;45;33;31;2;10;-31-33-34-39-45-;-2-10-
24/06/2014;20;1;7;21;48;4;7;-1-7-20-21-48-;-4-7-
20/06/2014;5;38;49;15;25;1;2;-5-15-25-38-49-;-1-2-
17/06/2014;48;13;37;40;11;8;9;-11-13-37-40-48-;-8-9-
13/06/2014;16;22;28;46;18;11;9;-16-18-22-28-46-;-9-11-
06/10/2014;12;18;21;33;32;1;11;-12-18-21-32-33-;-1-11-
06/06/2014;34;40;25;7;49;9;11;-7-25-34-40-49-;-9-11-
06/03/2014;2;39;32;15;44;5;10;-2-15-32-39-44-;-5-10-
30/05/2014;27;41;24;45;5;7;6;-5-24-27-41-45-;-6-7-
27/05/2014;16;13;26;25;7;1;6;-7-13-16-25-26-;-1-6-
23/05/2014;31;3;47;8;34;11;9;-3-8-31-34-47-;-9-11-
20/05/2014;38;5;36;33;47;4;9;-5-33-36-38-47-;-4-9-
16/05/2014;26;23;37;29;40;4;3;-23-26-29-37-40-;-3-4-
13/05/2014;47;34;13;30;4;6;2;-4-13-30-34-47-;-2-6-
05/09/2014;45;28;3;26;21;10;7;-3-21-26-28-45-;-7-10-
05/06/2014;37;5;19;31;24;9;1;-5-19-24-31-37-;-1-9-
05/02/2014;30;42;4;31;38;11;2;-4-30-31-38-42-;-2-11-
29/04/2014;35;26;18;23;44;3;11;-18-23-26-35-44-;-3-11-
25/04/2014;13;49;44;21;24;9;1;-13-21-24-44-49-;-1-9-
22/04/2014;20;46;15;24;13;8;1;-13-15-20-24-46-;-1-8-
18/04/2014;21;47;31;39;24;3;7;-21-24-31-39-47-;-3-7-
15/04/2014;14;50;47;26;3;7;11;-3-14-26-47-50-;-7-11-
04/11/2014;8;33;30;12;19;4;11;-8-12-19-30-33-;-4-11-
04/08/2014;42;11;29;18;49;11;4;-11-18-29-42-49-;-4-11-
04/04/2014;50;45;28;6;10;10;11;-6-10-28-45-50-;-10-11-
04/01/2014;44;38;18;16;26;10;8;-16-18-26-38-44-;-8-10-
28/03/2014;3;43;19;28;4;3;7;-3-4-19-28-43-;-3-7-
25/03/2014;28;50;26;7;20;8;2;-7-20-26-28-50-;-2-8-
21/03/2014;37;7;39;30;42;7;5;-7-30-37-39-42-;-5-7-
18/03/2014;27;36;34;8;39;5;10;-8-27-34-36-39-;-5-10-
14/03/2014;30;24;6;27;25;9;5;-6-24-25-27-30-;-5-9-
03/11/2014;1;4;44;33;23;8;7;-1-4-23-33-44-;-7-8-
03/07/2014;38;10;40;5;41;1;8;-5-10-38-40-41-;-1-8-
03/04/2014;3;22;5;27;44;6;1;-3-5-22-27-44-;-1-6-
28/02/2014;38;44;32;12;43;2;7;-12-32-38-43-44-;-2-7-
25/02/2014;42;21;25;28;35;6;4;-21-25-28-35-42-;-4-6-
21/02/2014;28;13;17;30;32;5;7;-13-17-28-30-32-;-5-7-
18/02/2014;36;37;26;23;49;6;7;-23-26-36-37-49-;-6-7-
14/02/2014;19;39;4;2;6;2;7;-2-4-6-19-39-;-2-7-
02/11/2014;47;25;8;17;41;1;2;-8-17-25-41-47-;-1-2-
02/07/2014;17;19;47;3;46;9;10;-3-17-19-46-47-;-9-10-
02/04/2014;37;1;33;21;38;8;4;-1-21-33-37-38-;-4-8-
