date_de_tirage;boule_1;boule_2;boule_3;boule_4;boule_5;etoile_1;etoile_2;boules_gagnantes_en_ordre_croissant;etoiles_gagnantes_en_ordre_croissant
28/04/2017;20;25;30;39;14;8;2;-14-20-25-30-39-;-2-8-
02/05/2017;27;25;19;6;23;12;11;-6-19-23-25-27-;-11-12-
05/05/2017;7;43;30;3;35;1;3;-3-7-30-35-43-;-1-3-
09/05/2017;26;22;16;12;8;7;6;-8-12-16-22-26-;-6-7-
12/05/2017;2;28;29;44;20;3;9;-2-20-28-29-44-;-3-9-
16/05/2017;20;8;30;11;15;3;8;-8-11-15-20-30-;-3-8-
19/05/2017;30;12;9;19;11;9;4;-9-11-12-19-30-;-4-9-
23/05/2017;15;8;42;25;27;1;4;-8-15-25-27-42-;-1-4-
26/05/2017;36;5;39;7;26;2;10;-5-7-26-36-39-;-2-10-
30/05/2017;27;48;38;12;7;9;6;-7-12-27-38-48-;-6-9-
02/06/2017;8;42;33;24;10;9;3;-8-10-24-33-42-;-3-9-
06/06/2017;25;40;20;22;37;7;3;-20-22-25-37-40-;-3-7-
09/06/2017;9;39;27;20;43;11;10;-9-20-27-39-43-;-10-11-
13/06/2017;12;3;22;27;49;11;4;-3-12-22-27-49-;-4-11-
16/06/2017;38;42;15;17;41;9;12;-15-17-38-41-42-;-9-12-
20/06/2017;44;43;11;18;26;8;10;-11-18-26-43-44-;-8-10-
23/06/2017;4;31;21;3;38;3;7;-3-4-21-31-38-;-3-7-
27/06/2017;45;17;21;9;28;1;3;-9-17-21-28-45-;-1-3-
30/06/2017;35;50;39;17;47;6;8;-17-35-39-47-50-;-6-8-
04/07/2017;22;25;10;37;49;8;5;-10-22-25-37-49-;-5-8-
07/07/2017;45;37;20;35;11;3;6;-11-20-35-37-45-;-3-6-
11/07/2017;50;26;42;22;14;8;10;-14-22-26-42-50-;-8-10-
14/07/2017;21;14;20;47;11;10;7;-11-14-20-21-47-;-7-10-
18/07/2017;41;27;1;45;25;7;5;-1-25-27-41-45-;-5-7-
21/07/2017;8;1;26;49;9;9;5;-1-8-9-26-49-;-5-9-
25/07/2017;14;44;43;48;12;11;2;-12-14-43-44-48-;-2-11-
28/07/2017;41;9;31;5;29;4;2;-5-9-29-31-41-;-2-4-
01/08/2017;29;24;21;30;14;10;8;-14-21-24-29-30-;-8-10-
04/08/2017;29;30;41;40;36;9;2;-29-30-36-40-41-;-2-9-
08/08/2017;26;15;40;25;41;4;5;-15-25-26-40-41-;-4-5-
11/08/2017;39;48;28;46;18;12;5;-18-28-39-46-48-;-5-12-
15/08/2017;14;30;46;10;35;4;10;-10-14-30-35-46-;-4-10-
18/08/2017;39;42;24;45;2;2;8;-2-24-39-42-45-;-2-8-
22/08/2017;10;12;17;3;27;3;5;-3-10-12-17-27-;-3-5-
25/08/2017;15;7;1;47;5;9;12;-1-5-7-15-47-;-9-12-
29/08/2017;4;12;32;15;38;1;5;-4-12-15-32-38-;-1-5-
01/09/2017;8;7;3;14;49;5;8;-3-7-8-14-49-;-5-8-
05/09/2017;28;18;29;6;9;9;1;-6-9-18-28-29-;-1-9-
08/09/2017;42;47;24;49;9;1;5;-9-24-42-47-49-;-1-5-
12/09/2017;35;17;29;10;27;4;11;-10-17-27-29-35-;-4-11-
15/09/2017;44;49;13;18;37;9;12;-13-18-37-44-49-;-9-12-
19/09/2017;45;21;1;8;30;3;2;-1-8-21-30-45-;-2-3-
22/09/2017;6;31;39;42;11;3;1;-6-11-31-39-42-;-1-3-
26/09/2017;40;29;1;48;41;12;6;-1-29-40-41-48-;-6-12-
29/09/2017;18;32;7;48;19;3;7;-7-18-19-32-48-;-3-7-
03/10/2017;32;6;50;24;48;1;5;-6-24-32-48-50-;-1-5-
06/10/2017;15;1;9;25;19;1;7;-1-9-15-19-25-;-1-7-
10/10/2017;36;4;37;21;34;6;3;-4-21-34-36-37-;-3-6-
13/10/2017;23;37;50;29;45;5;11;-23-29-37-45-50-;-5-11-
17/10/2017;19;26;17;13;36;2;3;-13-17-19-26-36-;-2-3-
20/10/2017;4;27;23;30;17;3;8;-4-17-23-27-30-;-3-8-
24/10/2017;27;9;33;13;11;10;7;-9-11-13-27-33-;-7-10-
27/10/2017;39;23;16;32;3;1;4;-3-16-23-32-39-;-1-4-
31/10/2017;46;12;43;36;1;3;5;-1-12-36-43-46-;-3-5-
03/11/2017;41;5;33;17;12;4;9;-5-12-17-33-41-;-4-9-
07/11/2017;37;19;41;20;7;12;2;-7-19-20-37-41-;-2-12-
10/11/2017;37;36;29;22;13;1;9;-13-22-29-36-37-;-1-9-
14/11/2017;16;40;39;41;14;8;10;-14-16-39-40-41-;-8-10-
17/11/2017;35;36;26;42;20;5;12;-20-26-35-36-42-;-5-12-
21/11/2017;31;28;10;2;14;7;5;-2-10-14-28-31-;-5-7-
24/11/2017;28;24;50;19;30;10;3;-19-24-28-30-50-;-3-10-
28/11/2017;42;1;12;6;18;2;7;-1-6-12-18-42-;-2-7-
01/12/2017;5;46;29;35;24;11;12;-5-24-29-35-46-;-11-12-
05/12/2017;48;11;44;43;36;2;7;-11-36-43-44-48-;-2-7-
08/12/2017;34;32;22;30;4;4;3;-4-22-30-32-34-;-3-4-
12/12/2017;39;20;37;50;44;4;8;-20-37-39-44-50-;-4-8-
15/12/2017;25;42;30;50;31;11;2;-25-30-31-42-50-;-2-11-
19/12/2017;15;38;46;8;30;4;7;-8-15-30-38-46-;-4-7-
22/12/2017;5;30;24;31;43;3;6;-5-24-30-31-43-;-3-6-
26/12/2017;30;4;17;44;43;10;2;-4-17-30-43-44-;-2-10-
29/12/2017;4;48;8;22;23;1;12;-4-8-22-23-48-;-1-12-
02/01/2018;20;10;21;48;28;1;8;-10-20-21-28-48-;-1-8-
05/01/2018;41;38;20;5;2;4;8;-2-5-20-38-41-;-4-8-
09/01/2018;6;49;38;12;15;9;2;-6-12-15-38-49-;-2-9-
12/01/2018;45;30;21;13;23;6;4;-13-21-23-30-45-;-4-6-
16/01/2018;46;34;31;20;23;3;12;-20-23-31-34-46-;-3-12-
19/01/2018;44;3;17;50;8;2;7;-3-8-17-44-50-;-2-7-
23/01/2018;5;23;8;9;24;7;8;-5-8-9-23-24-;-7-8-
26/01/2018;28;15;24;48;6;9;4;-6-15-24-28-48-;-4-9-
30/01/2018;11;15;35;27;21;5;4;-11-15-21-27-35-;-4-5-
02/02/2018;36;39;34;14;48;2;3;-14-34-36-39-48-;-2-3-
06/02/2018;8;28;17;38;34;6;12;-8-17-28-34-38-;-6-12-
09/02/2018;38;22;31;44;36;11;1;-22-31-36-38-44-;-1-11-
13/02/2018;13;44;10;21;17;10;1;-10-13-17-21-44-;-1-10-
16/02/2018;23;32;50;12;10;10;4;-10-12-23-32-50-;-4-10-
20/02/2018;6;25;14;19;29;11;5;-6-14-19-25-29-;-5-11-
23/02/2018;18;17;28;47;10;3;7;-10-17-18-28-47-;-3-7-
27/02/2018;48;31;3;41;50;11;8;-3-31-41-48-50-;-8-11-
02/03/2018;2;7;34;48;45;1;12;-2-7-34-45-48-;-1-12-
06/03/2018;26;44;20;31;15;2;9;-15-20-26-31-44-;-2-9-
09/03/2018;44;9;14;21;32;12;1;-9-14-21-32-44-;-1-12-
13/03/2018;11;9;13;33;49;12;6;-9-11-13-33-49-;-6-12-
16/03/2018;31;4;27;24;17;11;10;-4-17-24-27-31-;-10-11-
20/03/2018;44;39;29;26;37;9;11;-26-29-37-39-44-;-9-11-
23/03/2018;46;5;50;7;11;11;8;-5-7-11-46-50-;-8-11-
27/03/2018;46;40;20;23;17;9;10;-17-20-23-40-46-;-9-10-
30/03/2018;35;47;28;17;12;7;11;-12-17-28-35-47-;-7-11-
03/04/2018;43;3;40;16;8;8;5;-3-8-16-40-43-;-5-8-
06/04/2018;45;47;29;33;1;4;8;-1-29-33-45-47-;-4-8-
10/04/2018;48;14;39;46;27;11;12;-14-27-39-46-48-;-11-12-
13/04/2018;48;50;34;25;5;7;6;-5-25-34-48-50-;-6-7-
17/04/2018;39;15;33;27;50;6;4;-15-27-33-39-50-;-4-6-
20/04/2018;44;39;3;25;16;11;7;-3-16-25-39-44-;-7-11-
24/04/2018;28;44;30;23;20;3;7;-20-23-28-30-44-;-3-7-
27/04/2018;24;40;12;41;46;5;12;-12-24-40-41-46-;-5-12-
01/05/2018;48;42;15;17;6;4;6;-6-15-17-42-48-;-4-6-
04/05/2018;23;6;12;45;39;12;9;-6-12-23-39-45-;-9-12-
08/05/2018;17;35;25;39;44;5;2;-17-25-35-39-44-;-2-5-
11/05/2018;22;34;3;50;49;11;8;-3-22-34-49-50-;-8-11-
15/05/2018;20;16;4;31;39;2;12;-4-16-20-31-39-;-2-12-
18/05/2018;8;31;5;10;13;6;3;-5-8-10-13-31-;-3-6-
22/05/2018;48;11;1;37;41;8;12;-1-11-37-41-48-;-8-12-
25/05/2018;13;16;15;41;28;4;5;-13-15-16-28-41-;-4-5-
29/05/2018;20;43;6;38;11;4;2;-6-11-20-38-43-;-2-4-
01/06/2018;29;17;40;24;18;4;5;-17-18-24-29-40-;-4-5-
05/06/2018;39;46;9;22;15;5;4;-9-15-22-39-46-;-4-5-
08/06/2018;43;46;8;32;19;8;2;-8-19-32-43-46-;-2-8-
12/06/2018;36;38;23;21;7;6;8;-7-21-23-36-38-;-6-8-
15/06/2018;26;23;49;33;38;1;12;-23-26-33-38-49-;-1-12-
19/06/2018;26;7;19;50;42;9;4;-7-19-26-42-50-;-4-9-
22/06/2018;44;39;41;14;25;8;2;-14-25-39-41-44-;-2-8-
26/06/2018;20;34;16;15;50;7;4;-15-16-20-34-50-;-4-7-
29/06/2018;15;21;40;23;48;3;12;-15-21-23-40-48-;-3-12-
03/07/2018;15;29;12;48;1;5;3;-1-12-15-29-48-;-3-5-
06/07/2018;30;8;48;33;38;10;2;-8-30-33-38-48-;-2-10-
10/07/2018;3;33;26;8;45;10;7;-3-8-26-33-45-;-7-10-
13/07/2018;49;14;4;1;21;2;12;-1-4-14-21-49-;-2-12-
17/07/2018;4;50;6;27;48;1;11;-4-6-27-48-50-;-1-11-
20/07/2018;15;2;43;40;46;3;6;-2-15-40-43-46-;-3-6-
24/07/2018;40;23;2;4;39;3;9;-2-4-23-39-40-;-3-9-
27/07/2018;17;23;11;22;41;11;6;-11-17-22-23-41-;-6-11-
31/07/2018;25;34;20;42;45;6;11;-20-25-34-42-45-;-6-11-
03/08/2018;26;38;36;43;7;12;6;-7-26-36-38-43-;-6-12-
07/08/2018;30;29;28;36;16;10;8;-16-28-29-30-36-;-8-10-
10/08/2018;43;44;20;18;36;9;3;-18-20-36-43-44-;-3-9-
14/08/2018;31;1;15;25;18;9;11;-1-15-18-25-31-;-9-11-
17/08/2018;18;24;2;43;15;8;12;-2-15-18-24-43-;-8-12-
21/08/2018;43;16;49;23;42;12;10;-16-23-42-43-49-;-10-12-
24/08/2018;31;36;50;14;3;12;1;-3-14-31-36-50-;-1-12-
28/08/2018;42;46;4;16;32;12;8;-4-16-32-42-46-;-8-12-
31/08/2018;4;42;30;38;31;4;6;-4-30-31-38-42-;-4-6-
04/09/2018;47;5;28;30;14;11;4;-5-14-28-30-47-;-4-11-
07/09/2018;50;31;27;4;23;1;8;-4-23-27-31-50-;-1-8-
11/09/2018;32;18;9;38;46;2;3;-9-18-32-38-46-;-2-3-
14/09/2018;45;40;33;1;3;4;3;-1-3-33-40-45-;-3-4-
18/09/2018;10;32;45;8;3;4;12;-3-8-10-32-45-;-4-12-
21/09/2018;5;7;37;25;21;3;4;-5-7-21-25-37-;-3-4-
25/09/2018;38;6;20;30;15;4;7;-6-15-20-30-38-;-4-7-
28/09/2018;4;8;50;2;27;2;9;-2-4-8-27-50-;-2-9-
02/10/2018;45;29;37;7;17;11;3;-7-17-29-37-45-;-3-11-
05/10/2018;16;8;26;35;24;11;3;-8-16-24-26-35-;-3-11-
09/10/2018;3;45;44;12;36;11;8;-3-12-36-44-45-;-8-11-
12/10/2018;31;4;12;43;9;8;5;-4-9-12-31-43-;-5-8-
16/10/2018;15;28;42;37;40;1;6;-15-28-37-40-42-;-1-6-
19/10/2018;1;3;47;29;48;12;3;-1-3-29-47-48-;-3-12-
23/10/2018;32;2;1;5;21;12;2;-1-2-5-21-32-;-2-12-
26/10/2018;5;31;18;21;35;6;9;-5-18-21-31-35-;-6-9-
30/10/2018;44;27;23;17;43;1;12;-17-23-27-43-44-;-1-12-
02/11/2018;15;37;5;17;44;11;7;-5-15-17-37-44-;-7-11-
06/11/2018;14;36;24;43;40;2;9;-14-24-36-40-43-;-2-9-
09/11/2018;49;17;37;32;14;11;12;-14-17-32-37-49-;-11-12-
13/11/2018;10;7;13;2;42;6;3;-2-7-10-13-42-;-3-6-
16/11/2018;9;10;28;41;13;12;1;-9-10-13-28-41-;-1-12-
20/11/2018;6;48;19;45;39;7;12;-6-19-39-45-48-;-7-12-
23/11/2018;25;30;5;26;8;3;10;-5-8-25-26-30-;-3-10-
27/11/2018;17;16;4;32;18;11;2;-4-16-17-18-32-;-2-11-
30/11/2018;3;10;26;23;12;12;1;-3-10-12-23-26-;-1-12-
04/12/2018;21;19;45;20;42;8;9;-19-20-21-42-45-;-8-9-
07/12/2018;17;11;37;48;26;1;10;-11-17-26-37-48-;-1-10-
11/12/2018;4;13;7;42;23;1;3;-4-7-13-23-42-;-1-3-
14/12/2018;29;12;38;44;42;12;2;-12-29-38-42-44-;-2-12-
18/12/2018;1;18;39;48;9;7;5;-1-9-18-39-48-;-5-7-
21/12/2018;12;2;34;50;15;4;3;-2-12-15-34-50-;-3-4-
25/12/2018;8;4;43;31;5;9;2;-4-5-8-31-43-;-2-9-
28/12/2018;34;16;35;45;13;10;12;-13-16-34-35-45-;-10-12-
01/01/2019;11;25;8;28;1;4;6;-1-8-11-25-28-;-4-6-
04/01/2019;19;7;11;37;27;10;6;-7-11-19-27-37-;-6-10-
08/01/2019;19;32;31;3;22;2;11;-3-19-22-31-32-;-2-11-
11/01/2019;19;48;31;39;1;6;1;-1-19-31-39-48-;-1-6-
15/01/2019;33;22;35;25;29;3;6;-22-25-29-33-35-;-3-6-
18/01/2019;5;16;46;6;30;5;10;-5-6-16-30-46-;-5-10-
22/01/2019;29;49;41;9;23;8;10;-9-23-29-41-49-;-8-10-
25/01/2019;15;16;13;6;1;6;10;-1-6-13-15-16-;-6-10-
29/01/2019;39;14;24;32;26;8;3;-14-24-26-32-39-;-3-8-
01/02/2019;3;41;26;46;21;6;1;-3-21-26-41-46-;-1-6-
05/02/2019;31;43;14;25;37;2;3;-14-25-31-37-43-;-2-3-
08/02/2019;46;12;13;39;11;7;10;-11-12-13-39-46-;-7-10-
12/02/2019;34;36;50;41;6;1;5;-6-34-36-41-50-;-1-5-
15/02/2019;49;38;27;34;15;2;10;-15-27-34-38-49-;-2-10-
19/02/2019;19;8;18;1;39;9;7;-1-8-18-19-39-;-7-9-
22/02/2019;50;33;29;3;27;7;3;-3-27-29-33-50-;-3-7-
26/02/2019;29;47;15;3;35;4;3;-3-15-29-35-47-;-3-4-
